"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähkön kulutus Suomessa"
"2010-01-10 13:00:00","2010-01-10 14:00:00","2010-01-10 15:00:00","2010-01-10 16:00:00","12100.0"
"2010-01-10 14:00:00","2010-01-10 15:00:00","2010-01-10 16:00:00","2010-01-10 17:00:00","12630.0"
"2010-01-10 15:00:00","2010-01-10 16:00:00","2010-01-10 17:00:00","2010-01-10 18:00:00","12763.0"
"2010-01-10 16:00:00","2010-01-10 17:00:00","2010-01-10 18:00:00","2010-01-10 19:00:00","12751.0"
"2010-01-10 17:00:00","2010-01-10 18:00:00","2010-01-10 19:00:00","2010-01-10 20:00:00","12663.0"
"2010-01-10 18:00:00","2010-01-10 19:00:00","2010-01-10 20:00:00","2010-01-10 21:00:00","12445.0"
"2010-01-10 19:00:00","2010-01-10 20:00:00","2010-01-10 21:00:00","2010-01-10 22:00:00","12102.0"
"2010-01-10 20:00:00","2010-01-10 21:00:00","2010-01-10 22:00:00","2010-01-10 23:00:00","12341.0"
"2010-01-10 21:00:00","2010-01-10 22:00:00","2010-01-10 23:00:00","2010-01-11 00:00:00","11915.0"
"2010-01-10 22:00:00","2010-01-10 23:00:00","2010-01-11 00:00:00","2010-01-11 01:00:00","11469.0"
"2010-01-10 23:00:00","2010-01-11 00:00:00","2010-01-11 01:00:00","2010-01-11 02:00:00","11122.0"
"2010-01-11 00:00:00","2010-01-11 01:00:00","2010-01-11 02:00:00","2010-01-11 03:00:00","10885.0"
"2010-01-11 01:00:00","2010-01-11 02:00:00","2010-01-11 03:00:00","2010-01-11 04:00:00","10791.0"
"2010-01-11 02:00:00","2010-01-11 03:00:00","2010-01-11 04:00:00","2010-01-11 05:00:00","10850.0"
"2010-01-11 03:00:00","2010-01-11 04:00:00","2010-01-11 05:00:00","2010-01-11 06:00:00","11250.0"
"2010-01-11 04:00:00","2010-01-11 05:00:00","2010-01-11 06:00:00","2010-01-11 07:00:00","12169.0"
"2010-01-11 05:00:00","2010-01-11 06:00:00","2010-01-11 07:00:00","2010-01-11 08:00:00","12636.0"
"2010-01-11 06:00:00","2010-01-11 07:00:00","2010-01-11 08:00:00","2010-01-11 09:00:00","12857.0"
"2010-01-11 07:00:00","2010-01-11 08:00:00","2010-01-11 09:00:00","2010-01-11 10:00:00","12631.0"
"2010-01-11 08:00:00","2010-01-11 09:00:00","2010-01-11 10:00:00","2010-01-11 11:00:00","12576.0"
"2010-01-11 09:00:00","2010-01-11 10:00:00","2010-01-11 11:00:00","2010-01-11 12:00:00","12552.0"
"2010-01-11 10:00:00","2010-01-11 11:00:00","2010-01-11 12:00:00","2010-01-11 13:00:00","12520.0"
"2010-01-11 11:00:00","2010-01-11 12:00:00","2010-01-11 13:00:00","2010-01-11 14:00:00","12402.0"
"2010-01-11 12:00:00","2010-01-11 13:00:00","2010-01-11 14:00:00","2010-01-11 15:00:00","12336.0"
"2010-01-11 13:00:00","2010-01-11 14:00:00","2010-01-11 15:00:00","2010-01-11 16:00:00","12362.0"
"2010-01-11 14:00:00","2010-01-11 15:00:00","2010-01-11 16:00:00","2010-01-11 17:00:00","12638.0"
"2010-01-11 15:00:00","2010-01-11 16:00:00","2010-01-11 17:00:00","2010-01-11 18:00:00","12659.0"
"2010-01-11 16:00:00","2010-01-11 17:00:00","2010-01-11 18:00:00","2010-01-11 19:00:00","12504.0"
"2010-01-11 17:00:00","2010-01-11 18:00:00","2010-01-11 19:00:00","2010-01-11 20:00:00","12484.0"
"2010-01-11 18:00:00","2010-01-11 19:00:00","2010-01-11 20:00:00","2010-01-11 21:00:00","12403.0"
"2010-01-11 19:00:00","2010-01-11 20:00:00","2010-01-11 21:00:00","2010-01-11 22:00:00","11996.0"
"2010-01-11 20:00:00","2010-01-11 21:00:00","2010-01-11 22:00:00","2010-01-11 23:00:00","12333.0"
"2010-01-11 21:00:00","2010-01-11 22:00:00","2010-01-11 23:00:00","2010-01-12 00:00:00","11904.0"
"2010-01-11 22:00:00","2010-01-11 23:00:00","2010-01-12 00:00:00","2010-01-12 01:00:00","11323.0"
"2010-01-11 23:00:00","2010-01-12 00:00:00","2010-01-12 01:00:00","2010-01-12 02:00:00","10998.0"
"2010-01-12 00:00:00","2010-01-12 01:00:00","2010-01-12 02:00:00","2010-01-12 03:00:00","10747.0"
"2010-01-12 01:00:00","2010-01-12 02:00:00","2010-01-12 03:00:00","2010-01-12 04:00:00","10629.0"
"2010-01-12 02:00:00","2010-01-12 03:00:00","2010-01-12 04:00:00","2010-01-12 05:00:00","10640.0"
"2010-01-12 03:00:00","2010-01-12 04:00:00","2010-01-12 05:00:00","2010-01-12 06:00:00","11013.0"
"2010-01-12 04:00:00","2010-01-12 05:00:00","2010-01-12 06:00:00","2010-01-12 07:00:00","11970.0"
"2010-01-12 05:00:00","2010-01-12 06:00:00","2010-01-12 07:00:00","2010-01-12 08:00:00","12419.0"
"2010-01-12 06:00:00","2010-01-12 07:00:00","2010-01-12 08:00:00","2010-01-12 09:00:00","12584.0"
"2010-01-12 07:00:00","2010-01-12 08:00:00","2010-01-12 09:00:00","2010-01-12 10:00:00","12271.0"
"2010-01-12 08:00:00","2010-01-12 09:00:00","2010-01-12 10:00:00","2010-01-12 11:00:00","12105.0"
"2010-01-12 09:00:00","2010-01-12 10:00:00","2010-01-12 11:00:00","2010-01-12 12:00:00","12047.0"
"2010-01-12 10:00:00","2010-01-12 11:00:00","2010-01-12 12:00:00","2010-01-12 13:00:00","12053.0"
"2010-01-12 11:00:00","2010-01-12 12:00:00","2010-01-12 13:00:00","2010-01-12 14:00:00","11981.0"
"2010-01-12 12:00:00","2010-01-12 13:00:00","2010-01-12 14:00:00","2010-01-12 15:00:00","12006.0"
"2010-01-12 13:00:00","2010-01-12 14:00:00","2010-01-12 15:00:00","2010-01-12 16:00:00","12017.0"
"2010-01-12 14:00:00","2010-01-12 15:00:00","2010-01-12 16:00:00","2010-01-12 17:00:00","12352.0"
"2010-01-12 15:00:00","2010-01-12 16:00:00","2010-01-12 17:00:00","2010-01-12 18:00:00","12408.0"
"2010-01-12 16:00:00","2010-01-12 17:00:00","2010-01-12 18:00:00","2010-01-12 19:00:00","12347.0"
"2010-01-12 17:00:00","2010-01-12 18:00:00","2010-01-12 19:00:00","2010-01-12 20:00:00","12322.0"
"2010-01-12 18:00:00","2010-01-12 19:00:00","2010-01-12 20:00:00","2010-01-12 21:00:00","12097.0"
"2010-01-12 19:00:00","2010-01-12 20:00:00","2010-01-12 21:00:00","2010-01-12 22:00:00","11665.0"
"2010-01-12 20:00:00","2010-01-12 21:00:00","2010-01-12 22:00:00","2010-01-12 23:00:00","11935.0"
"2010-01-12 21:00:00","2010-01-12 22:00:00","2010-01-12 23:00:00","2010-01-13 00:00:00","11480.0"
"2010-01-12 22:00:00","2010-01-12 23:00:00","2010-01-13 00:00:00","2010-01-13 01:00:00","10919.0"
"2010-01-12 23:00:00","2010-01-13 00:00:00","2010-01-13 01:00:00","2010-01-13 02:00:00","10512.0"
"2010-01-13 00:00:00","2010-01-13 01:00:00","2010-01-13 02:00:00","2010-01-13 03:00:00","10339.0"
"2010-01-13 01:00:00","2010-01-13 02:00:00","2010-01-13 03:00:00","2010-01-13 04:00:00","10217.0"
"2010-01-13 02:00:00","2010-01-13 03:00:00","2010-01-13 04:00:00","2010-01-13 05:00:00","10227.0"
"2010-01-13 03:00:00","2010-01-13 04:00:00","2010-01-13 05:00:00","2010-01-13 06:00:00","10576.0"
"2010-01-13 04:00:00","2010-01-13 05:00:00","2010-01-13 06:00:00","2010-01-13 07:00:00","11505.0"
"2010-01-13 05:00:00","2010-01-13 06:00:00","2010-01-13 07:00:00","2010-01-13 08:00:00","12045.0"
"2010-01-13 06:00:00","2010-01-13 07:00:00","2010-01-13 08:00:00","2010-01-13 09:00:00","12349.0"
"2010-01-13 07:00:00","2010-01-13 08:00:00","2010-01-13 09:00:00","2010-01-13 10:00:00","12165.0"
"2010-01-13 08:00:00","2010-01-13 09:00:00","2010-01-13 10:00:00","2010-01-13 11:00:00","12085.0"
"2010-01-13 09:00:00","2010-01-13 10:00:00","2010-01-13 11:00:00","2010-01-13 12:00:00","12124.0"
"2010-01-13 10:00:00","2010-01-13 11:00:00","2010-01-13 12:00:00","2010-01-13 13:00:00","12160.0"
"2010-01-13 11:00:00","2010-01-13 12:00:00","2010-01-13 13:00:00","2010-01-13 14:00:00","11982.0"
"2010-01-13 12:00:00","2010-01-13 13:00:00","2010-01-13 14:00:00","2010-01-13 15:00:00","11950.0"
"2010-01-13 13:00:00","2010-01-13 14:00:00","2010-01-13 15:00:00","2010-01-13 16:00:00","12041.0"
"2010-01-13 14:00:00","2010-01-13 15:00:00","2010-01-13 16:00:00","2010-01-13 17:00:00","12427.0"
"2010-01-13 15:00:00","2010-01-13 16:00:00","2010-01-13 17:00:00","2010-01-13 18:00:00","12572.0"
"2010-01-13 16:00:00","2010-01-13 17:00:00","2010-01-13 18:00:00","2010-01-13 19:00:00","12485.0"
"2010-01-13 17:00:00","2010-01-13 18:00:00","2010-01-13 19:00:00","2010-01-13 20:00:00","12506.0"
"2010-01-13 18:00:00","2010-01-13 19:00:00","2010-01-13 20:00:00","2010-01-13 21:00:00","12402.0"
"2010-01-13 19:00:00","2010-01-13 20:00:00","2010-01-13 21:00:00","2010-01-13 22:00:00","11861.0"
"2010-01-13 20:00:00","2010-01-13 21:00:00","2010-01-13 22:00:00","2010-01-13 23:00:00","12179.0"
"2010-01-13 21:00:00","2010-01-13 22:00:00","2010-01-13 23:00:00","2010-01-14 00:00:00","11672.0"
"2010-01-13 22:00:00","2010-01-13 23:00:00","2010-01-14 00:00:00","2010-01-14 01:00:00","11202.0"
"2010-01-13 23:00:00","2010-01-14 00:00:00","2010-01-14 01:00:00","2010-01-14 02:00:00","10883.0"
"2010-01-14 00:00:00","2010-01-14 01:00:00","2010-01-14 02:00:00","2010-01-14 03:00:00","10651.0"
"2010-01-14 01:00:00","2010-01-14 02:00:00","2010-01-14 03:00:00","2010-01-14 04:00:00","10607.0"
"2010-01-14 02:00:00","2010-01-14 03:00:00","2010-01-14 04:00:00","2010-01-14 05:00:00","10646.0"
"2010-01-14 03:00:00","2010-01-14 04:00:00","2010-01-14 05:00:00","2010-01-14 06:00:00","10991.0"
"2010-01-14 04:00:00","2010-01-14 05:00:00","2010-01-14 06:00:00","2010-01-14 07:00:00","11927.0"
"2010-01-14 05:00:00","2010-01-14 06:00:00","2010-01-14 07:00:00","2010-01-14 08:00:00","12600.0"
"2010-01-14 06:00:00","2010-01-14 07:00:00","2010-01-14 08:00:00","2010-01-14 09:00:00","12848.0"
"2010-01-14 07:00:00","2010-01-14 08:00:00","2010-01-14 09:00:00","2010-01-14 10:00:00","12669.0"
"2010-01-14 08:00:00","2010-01-14 09:00:00","2010-01-14 10:00:00","2010-01-14 11:00:00","12475.0"
"2010-01-14 09:00:00","2010-01-14 10:00:00","2010-01-14 11:00:00","2010-01-14 12:00:00","12438.0"
"2010-01-14 10:00:00","2010-01-14 11:00:00","2010-01-14 12:00:00","2010-01-14 13:00:00","12493.0"
"2010-01-14 11:00:00","2010-01-14 12:00:00","2010-01-14 13:00:00","2010-01-14 14:00:00","12393.0"
"2010-01-14 12:00:00","2010-01-14 13:00:00","2010-01-14 14:00:00","2010-01-14 15:00:00","12303.0"
"2010-01-14 13:00:00","2010-01-14 14:00:00","2010-01-14 15:00:00","2010-01-14 16:00:00","12386.0"
"2010-01-14 14:00:00","2010-01-14 15:00:00","2010-01-14 16:00:00","2010-01-14 17:00:00","12737.0"
"2010-01-14 15:00:00","2010-01-14 16:00:00","2010-01-14 17:00:00","2010-01-14 18:00:00","12665.0"
"2010-01-14 16:00:00","2010-01-14 17:00:00","2010-01-14 18:00:00","2010-01-14 19:00:00","12373.0"
"2010-01-14 17:00:00","2010-01-14 18:00:00","2010-01-14 19:00:00","2010-01-14 20:00:00","12350.0"
"2010-01-14 18:00:00","2010-01-14 19:00:00","2010-01-14 20:00:00","2010-01-14 21:00:00","12296.0"
"2010-01-14 19:00:00","2010-01-14 20:00:00","2010-01-14 21:00:00","2010-01-14 22:00:00","11919.0"
"2010-01-14 20:00:00","2010-01-14 21:00:00","2010-01-14 22:00:00","2010-01-14 23:00:00","12136.0"
"2010-01-14 21:00:00","2010-01-14 22:00:00","2010-01-14 23:00:00","2010-01-15 00:00:00","11652.0"
"2010-01-14 22:00:00","2010-01-14 23:00:00","2010-01-15 00:00:00","2010-01-15 01:00:00","11089.0"
"2010-01-14 23:00:00","2010-01-15 00:00:00","2010-01-15 01:00:00","2010-01-15 02:00:00","10689.0"
"2010-01-15 00:00:00","2010-01-15 01:00:00","2010-01-15 02:00:00","2010-01-15 03:00:00","10385.0"
"2010-01-15 01:00:00","2010-01-15 02:00:00","2010-01-15 03:00:00","2010-01-15 04:00:00","10301.0"
"2010-01-15 02:00:00","2010-01-15 03:00:00","2010-01-15 04:00:00","2010-01-15 05:00:00","10373.0"
"2010-01-15 03:00:00","2010-01-15 04:00:00","2010-01-15 05:00:00","2010-01-15 06:00:00","10777.0"
"2010-01-15 04:00:00","2010-01-15 05:00:00","2010-01-15 06:00:00","2010-01-15 07:00:00","11770.0"
"2010-01-15 05:00:00","2010-01-15 06:00:00","2010-01-15 07:00:00","2010-01-15 08:00:00","12245.0"
"2010-01-15 06:00:00","2010-01-15 07:00:00","2010-01-15 08:00:00","2010-01-15 09:00:00","12417.0"
"2010-01-15 07:00:00","2010-01-15 08:00:00","2010-01-15 09:00:00","2010-01-15 10:00:00","12241.0"
"2010-01-15 08:00:00","2010-01-15 09:00:00","2010-01-15 10:00:00","2010-01-15 11:00:00","12121.0"
"2010-01-15 09:00:00","2010-01-15 10:00:00","2010-01-15 11:00:00","2010-01-15 12:00:00","12106.0"
"2010-01-15 10:00:00","2010-01-15 11:00:00","2010-01-15 12:00:00","2010-01-15 13:00:00","12104.0"
"2010-01-15 11:00:00","2010-01-15 12:00:00","2010-01-15 13:00:00","2010-01-15 14:00:00","12000.0"
"2010-01-15 12:00:00","2010-01-15 13:00:00","2010-01-15 14:00:00","2010-01-15 15:00:00","11915.0"
"2010-01-15 13:00:00","2010-01-15 14:00:00","2010-01-15 15:00:00","2010-01-15 16:00:00","12030.0"
"2010-01-15 14:00:00","2010-01-15 15:00:00","2010-01-15 16:00:00","2010-01-15 17:00:00","12421.0"
"2010-01-15 15:00:00","2010-01-15 16:00:00","2010-01-15 17:00:00","2010-01-15 18:00:00","12462.0"
"2010-01-15 16:00:00","2010-01-15 17:00:00","2010-01-15 18:00:00","2010-01-15 19:00:00","12340.0"
"2010-01-15 17:00:00","2010-01-15 18:00:00","2010-01-15 19:00:00","2010-01-15 20:00:00","12388.0"
"2010-01-15 18:00:00","2010-01-15 19:00:00","2010-01-15 20:00:00","2010-01-15 21:00:00","12176.0"
"2010-01-15 19:00:00","2010-01-15 20:00:00","2010-01-15 21:00:00","2010-01-15 22:00:00","11672.0"
"2010-01-15 20:00:00","2010-01-15 21:00:00","2010-01-15 22:00:00","2010-01-15 23:00:00","11917.0"
"2010-01-15 21:00:00","2010-01-15 22:00:00","2010-01-15 23:00:00","2010-01-16 00:00:00","11376.0"
"2010-01-15 22:00:00","2010-01-15 23:00:00","2010-01-16 00:00:00","2010-01-16 01:00:00","10801.0"
"2010-01-15 23:00:00","2010-01-16 00:00:00","2010-01-16 01:00:00","2010-01-16 02:00:00","10386.0"
"2010-01-16 00:00:00","2010-01-16 01:00:00","2010-01-16 02:00:00","2010-01-16 03:00:00","10130.0"
"2010-01-16 01:00:00","2010-01-16 02:00:00","2010-01-16 03:00:00","2010-01-16 04:00:00","9930.0"
"2010-01-16 02:00:00","2010-01-16 03:00:00","2010-01-16 04:00:00","2010-01-16 05:00:00","9879.0"
"2010-01-16 03:00:00","2010-01-16 04:00:00","2010-01-16 05:00:00","2010-01-16 06:00:00","9989.0"
"2010-01-16 04:00:00","2010-01-16 05:00:00","2010-01-16 06:00:00","2010-01-16 07:00:00","10172.0"
"2010-01-16 05:00:00","2010-01-16 06:00:00","2010-01-16 07:00:00","2010-01-16 08:00:00","10271.0"
"2010-01-16 06:00:00","2010-01-16 07:00:00","2010-01-16 08:00:00","2010-01-16 09:00:00","10679.0"
"2010-01-16 07:00:00","2010-01-16 08:00:00","2010-01-16 09:00:00","2010-01-16 10:00:00","10749.0"
"2010-01-16 08:00:00","2010-01-16 09:00:00","2010-01-16 10:00:00","2010-01-16 11:00:00","10806.0"
"2010-01-16 09:00:00","2010-01-16 10:00:00","2010-01-16 11:00:00","2010-01-16 12:00:00","10842.0"
"2010-01-16 10:00:00","2010-01-16 11:00:00","2010-01-16 12:00:00","2010-01-16 13:00:00","10837.0"
"2010-01-16 11:00:00","2010-01-16 12:00:00","2010-01-16 13:00:00","2010-01-16 14:00:00","10811.0"
"2010-01-16 12:00:00","2010-01-16 13:00:00","2010-01-16 14:00:00","2010-01-16 15:00:00","10752.0"
"2010-01-16 13:00:00","2010-01-16 14:00:00","2010-01-16 15:00:00","2010-01-16 16:00:00","10956.0"
"2010-01-16 14:00:00","2010-01-16 15:00:00","2010-01-16 16:00:00","2010-01-16 17:00:00","11551.0"
"2010-01-16 15:00:00","2010-01-16 16:00:00","2010-01-16 17:00:00","2010-01-16 18:00:00","11855.0"
"2010-01-16 16:00:00","2010-01-16 17:00:00","2010-01-16 18:00:00","2010-01-16 19:00:00","11904.0"
"2010-01-16 17:00:00","2010-01-16 18:00:00","2010-01-16 19:00:00","2010-01-16 20:00:00","11782.0"
"2010-01-16 18:00:00","2010-01-16 19:00:00","2010-01-16 20:00:00","2010-01-16 21:00:00","11401.0"
"2010-01-16 19:00:00","2010-01-16 20:00:00","2010-01-16 21:00:00","2010-01-16 22:00:00","11005.0"
"2010-01-16 20:00:00","2010-01-16 21:00:00","2010-01-16 22:00:00","2010-01-16 23:00:00","11461.0"
"2010-01-16 21:00:00","2010-01-16 22:00:00","2010-01-16 23:00:00","2010-01-17 00:00:00","11060.0"
"2010-01-16 22:00:00","2010-01-16 23:00:00","2010-01-17 00:00:00","2010-01-17 01:00:00","10642.0"
"2010-01-16 23:00:00","2010-01-17 00:00:00","2010-01-17 01:00:00","2010-01-17 02:00:00","10248.0"
"2010-01-17 00:00:00","2010-01-17 01:00:00","2010-01-17 02:00:00","2010-01-17 03:00:00","9920.0"
"2010-01-17 01:00:00","2010-01-17 02:00:00","2010-01-17 03:00:00","2010-01-17 04:00:00","9792.0"
"2010-01-17 02:00:00","2010-01-17 03:00:00","2010-01-17 04:00:00","2010-01-17 05:00:00","9753.0"
"2010-01-17 03:00:00","2010-01-17 04:00:00","2010-01-17 05:00:00","2010-01-17 06:00:00","9808.0"
"2010-01-17 04:00:00","2010-01-17 05:00:00","2010-01-17 06:00:00","2010-01-17 07:00:00","9944.0"
"2010-01-17 05:00:00","2010-01-17 06:00:00","2010-01-17 07:00:00","2010-01-17 08:00:00","9938.0"
"2010-01-17 06:00:00","2010-01-17 07:00:00","2010-01-17 08:00:00","2010-01-17 09:00:00","10130.0"
"2010-01-17 07:00:00","2010-01-17 08:00:00","2010-01-17 09:00:00","2010-01-17 10:00:00","10112.0"
"2010-01-17 08:00:00","2010-01-17 09:00:00","2010-01-17 10:00:00","2010-01-17 11:00:00","10284.0"
"2010-01-17 09:00:00","2010-01-17 10:00:00","2010-01-17 11:00:00","2010-01-17 12:00:00","10505.0"
"2010-01-17 10:00:00","2010-01-17 11:00:00","2010-01-17 12:00:00","2010-01-17 13:00:00","10626.0"
"2010-01-17 11:00:00","2010-01-17 12:00:00","2010-01-17 13:00:00","2010-01-17 14:00:00","10603.0"
"2010-01-17 12:00:00","2010-01-17 13:00:00","2010-01-17 14:00:00","2010-01-17 15:00:00","10536.0"
"2010-01-17 13:00:00","2010-01-17 14:00:00","2010-01-17 15:00:00","2010-01-17 16:00:00","10634.0"
"2010-01-17 14:00:00","2010-01-17 15:00:00","2010-01-17 16:00:00","2010-01-17 17:00:00","11182.0"
"2010-01-17 15:00:00","2010-01-17 16:00:00","2010-01-17 17:00:00","2010-01-17 18:00:00","11427.0"
"2010-01-17 16:00:00","2010-01-17 17:00:00","2010-01-17 18:00:00","2010-01-17 19:00:00","11435.0"
"2010-01-17 17:00:00","2010-01-17 18:00:00","2010-01-17 19:00:00","2010-01-17 20:00:00","11491.0"
"2010-01-17 18:00:00","2010-01-17 19:00:00","2010-01-17 20:00:00","2010-01-17 21:00:00","11328.0"
"2010-01-17 19:00:00","2010-01-17 20:00:00","2010-01-17 21:00:00","2010-01-17 22:00:00","11000.0"
"2010-01-17 20:00:00","2010-01-17 21:00:00","2010-01-17 22:00:00","2010-01-17 23:00:00","11559.0"
"2010-01-17 21:00:00","2010-01-17 22:00:00","2010-01-17 23:00:00","2010-01-18 00:00:00","11247.0"
"2010-01-17 22:00:00","2010-01-17 23:00:00","2010-01-18 00:00:00","2010-01-18 01:00:00","10771.0"
"2010-01-17 23:00:00","2010-01-18 00:00:00","2010-01-18 01:00:00","2010-01-18 02:00:00","10395.0"
"2010-01-18 00:00:00","2010-01-18 01:00:00","2010-01-18 02:00:00","2010-01-18 03:00:00","10226.0"
"2010-01-18 01:00:00","2010-01-18 02:00:00","2010-01-18 03:00:00","2010-01-18 04:00:00","10170.0"
"2010-01-18 02:00:00","2010-01-18 03:00:00","2010-01-18 04:00:00","2010-01-18 05:00:00","10270.0"
"2010-01-18 03:00:00","2010-01-18 04:00:00","2010-01-18 05:00:00","2010-01-18 06:00:00","10625.0"
"2010-01-18 04:00:00","2010-01-18 05:00:00","2010-01-18 06:00:00","2010-01-18 07:00:00","11677.0"
"2010-01-18 05:00:00","2010-01-18 06:00:00","2010-01-18 07:00:00","2010-01-18 08:00:00","12176.0"
"2010-01-18 06:00:00","2010-01-18 07:00:00","2010-01-18 08:00:00","2010-01-18 09:00:00","12400.0"
"2010-01-18 07:00:00","2010-01-18 08:00:00","2010-01-18 09:00:00","2010-01-18 10:00:00","12250.0"
"2010-01-18 08:00:00","2010-01-18 09:00:00","2010-01-18 10:00:00","2010-01-18 11:00:00","12160.0"
"2010-01-18 09:00:00","2010-01-18 10:00:00","2010-01-18 11:00:00","2010-01-18 12:00:00","12095.0"
"2010-01-18 10:00:00","2010-01-18 11:00:00","2010-01-18 12:00:00","2010-01-18 13:00:00","12056.0"
"2010-01-18 11:00:00","2010-01-18 12:00:00","2010-01-18 13:00:00","2010-01-18 14:00:00","11970.0"
"2010-01-18 12:00:00","2010-01-18 13:00:00","2010-01-18 14:00:00","2010-01-18 15:00:00","11881.0"
"2010-01-18 13:00:00","2010-01-18 14:00:00","2010-01-18 15:00:00","2010-01-18 16:00:00","11908.0"
"2010-01-18 14:00:00","2010-01-18 15:00:00","2010-01-18 16:00:00","2010-01-18 17:00:00","12243.0"
"2010-01-18 15:00:00","2010-01-18 16:00:00","2010-01-18 17:00:00","2010-01-18 18:00:00","12395.0"
"2010-01-18 16:00:00","2010-01-18 17:00:00","2010-01-18 18:00:00","2010-01-18 19:00:00","12293.0"
"2010-01-18 17:00:00","2010-01-18 18:00:00","2010-01-18 19:00:00","2010-01-18 20:00:00","12342.0"
"2010-01-18 18:00:00","2010-01-18 19:00:00","2010-01-18 20:00:00","2010-01-18 21:00:00","12229.0"
"2010-01-18 19:00:00","2010-01-18 20:00:00","2010-01-18 21:00:00","2010-01-18 22:00:00","11840.0"
"2010-01-18 20:00:00","2010-01-18 21:00:00","2010-01-18 22:00:00","2010-01-18 23:00:00","12295.0"
"2010-01-18 21:00:00","2010-01-18 22:00:00","2010-01-18 23:00:00","2010-01-19 00:00:00","11838.0"
"2010-01-18 22:00:00","2010-01-18 23:00:00","2010-01-19 00:00:00","2010-01-19 01:00:00","11335.0"
"2010-01-18 23:00:00","2010-01-19 00:00:00","2010-01-19 01:00:00","2010-01-19 02:00:00","10980.0"
"2010-01-19 00:00:00","2010-01-19 01:00:00","2010-01-19 02:00:00","2010-01-19 03:00:00","10761.0"
"2010-01-19 01:00:00","2010-01-19 02:00:00","2010-01-19 03:00:00","2010-01-19 04:00:00","10719.0"
"2010-01-19 02:00:00","2010-01-19 03:00:00","2010-01-19 04:00:00","2010-01-19 05:00:00","10837.0"
"2010-01-19 03:00:00","2010-01-19 04:00:00","2010-01-19 05:00:00","2010-01-19 06:00:00","11201.0"
"2010-01-19 04:00:00","2010-01-19 05:00:00","2010-01-19 06:00:00","2010-01-19 07:00:00","12155.0"
"2010-01-19 05:00:00","2010-01-19 06:00:00","2010-01-19 07:00:00","2010-01-19 08:00:00","12659.0"
"2010-01-19 06:00:00","2010-01-19 07:00:00","2010-01-19 08:00:00","2010-01-19 09:00:00","12951.0"
"2010-01-19 07:00:00","2010-01-19 08:00:00","2010-01-19 09:00:00","2010-01-19 10:00:00","12761.0"
"2010-01-19 08:00:00","2010-01-19 09:00:00","2010-01-19 10:00:00","2010-01-19 11:00:00","12645.0"
"2010-01-19 09:00:00","2010-01-19 10:00:00","2010-01-19 11:00:00","2010-01-19 12:00:00","12633.0"
"2010-01-19 10:00:00","2010-01-19 11:00:00","2010-01-19 12:00:00","2010-01-19 13:00:00","12600.0"
"2010-01-19 11:00:00","2010-01-19 12:00:00","2010-01-19 13:00:00","2010-01-19 14:00:00","12387.0"
"2010-01-19 12:00:00","2010-01-19 13:00:00","2010-01-19 14:00:00","2010-01-19 15:00:00","12337.0"
"2010-01-19 13:00:00","2010-01-19 14:00:00","2010-01-19 15:00:00","2010-01-19 16:00:00","12350.0"
"2010-01-19 14:00:00","2010-01-19 15:00:00","2010-01-19 16:00:00","2010-01-19 17:00:00","12698.0"
"2010-01-19 15:00:00","2010-01-19 16:00:00","2010-01-19 17:00:00","2010-01-19 18:00:00","12854.0"
"2010-01-19 16:00:00","2010-01-19 17:00:00","2010-01-19 18:00:00","2010-01-19 19:00:00","12800.0"
"2010-01-19 17:00:00","2010-01-19 18:00:00","2010-01-19 19:00:00","2010-01-19 20:00:00","12823.0"
"2010-01-19 18:00:00","2010-01-19 19:00:00","2010-01-19 20:00:00","2010-01-19 21:00:00","12675.0"
"2010-01-19 19:00:00","2010-01-19 20:00:00","2010-01-19 21:00:00","2010-01-19 22:00:00","12187.0"
"2010-01-19 20:00:00","2010-01-19 21:00:00","2010-01-19 22:00:00","2010-01-19 23:00:00","12444.0"
"2010-01-19 21:00:00","2010-01-19 22:00:00","2010-01-19 23:00:00","2010-01-20 00:00:00","11974.0"
"2010-01-19 22:00:00","2010-01-19 23:00:00","2010-01-20 00:00:00","2010-01-20 01:00:00","11465.0"
"2010-01-19 23:00:00","2010-01-20 00:00:00","2010-01-20 01:00:00","2010-01-20 02:00:00","11171.0"
"2010-01-20 00:00:00","2010-01-20 01:00:00","2010-01-20 02:00:00","2010-01-20 03:00:00","10974.0"
"2010-01-20 01:00:00","2010-01-20 02:00:00","2010-01-20 03:00:00","2010-01-20 04:00:00","10921.0"
"2010-01-20 02:00:00","2010-01-20 03:00:00","2010-01-20 04:00:00","2010-01-20 05:00:00","11035.0"
"2010-01-20 03:00:00","2010-01-20 04:00:00","2010-01-20 05:00:00","2010-01-20 06:00:00","11413.0"
"2010-01-20 04:00:00","2010-01-20 05:00:00","2010-01-20 06:00:00","2010-01-20 07:00:00","12433.0"
"2010-01-20 05:00:00","2010-01-20 06:00:00","2010-01-20 07:00:00","2010-01-20 08:00:00","13108.0"
"2010-01-20 06:00:00","2010-01-20 07:00:00","2010-01-20 08:00:00","2010-01-20 09:00:00","13257.0"
"2010-01-20 07:00:00","2010-01-20 08:00:00","2010-01-20 09:00:00","2010-01-20 10:00:00","13077.0"
"2010-01-20 08:00:00","2010-01-20 09:00:00","2010-01-20 10:00:00","2010-01-20 11:00:00","12949.0"
